23.51,2010-10-02
20.58,2019-02-25
21.24,2013-02-23
21.05,2016-08-10
24.70,2011-02-17
20.34,2013-07-13
24.72,2012-06-05
23.45,2013-12-17
24.35,2014-08-21
23.82,2010-07-22
